Duration__in_seconds_,ResponseId,RIASEC_1,RIASEC_2,RIASEC_3,RIASEC_4,RIASEC_5,RIASEC_6,RIASEC_7,RIASEC_8,RIASEC_9,RIASEC_10,RIASEC_11,RIASEC_12,RIASEC_13,RIASEC_14,RIASEC_15,RIASEC_16,RIASEC_17,RIASEC_18,RIASEC_19,RIASEC_20,RIASEC_21,RIASEC_22,RIASEC_23,RIASEC_24,RIASEC_25,RIASEC_26,RIASEC_27,RIASEC_28,RIASEC_29,RIASEC_30,RIASEC_31,RIASEC_32,RIASEC_33,RIASEC_34,RIASEC_35,RIASEC_36,RIASEC_37,RIASEC_38,RIASEC_39,RIASEC_40,RIASEC_41,RIASEC_42,RIASEC_43,RIASEC_44,RIASEC_45,RIASEC_46,RIASEC_47,RIASEC_48,RIASEC_49,RIASEC_50,RIASEC_51,RIASEC_52,RIASEC_53,RIASEC_54,RIASEC_55,RIASEC_56,RIASEC_57,RIASEC_58,RIASEC_59,RIASEC_60,NARC_1,NARC_2,NARC_3,NARC_4,NARC_5,NARC_6,NARC_7,NARC_8,NARC_9,NARC_10,NARC_11,NARC_12,NARC_13,NARC_14,NARC_15,NARC_16,NARC_17,NARC_18,Voc_Interests_5_R,Voc_Interests_7_R,Voc_Interests_11_R,Voc_Interests_13_R,Voc_Interests_15_R,Voc_Interests_24_R,Voc_Interests_27_R,Voc_Interests_34_R,Voc_Interests_51_R,Voc_Interests_9_I,Voc_Interests_10_I,Voc_Interests_14_I,Voc_Interests_21_I,Voc_Interests_25_I,Voc_Interests_29_I,Voc_Interests_32_I,Voc_Interests_39_I,Voc_Interests_52_I,Voc_Interests_2_A,Voc_Interests_3_A,Voc_Interests_6_A,Voc_Interests_19_A,Voc_Interests_22_A,Voc_Interests_30_A,Voc_Interests_38_A,Voc_Interests_44_A,Voc_Interests_54_A,Voc_Interests_16_S,Voc_Interests_23_S,Voc_Interests_35_S,Voc_Interests_43_S,Voc_Interests_45_S,Voc_Interests_46_S,Voc_Interests_47_S,Voc_Interests_48_S,Voc_Interests_53_S,Voc_Interests_18_E,Voc_Interests_26_E,Voc_Interests_28_E,Voc_Interests_31_E,Voc_Interests_33_E,Voc_Interests_37_E,Voc_Interests_41_E,Voc_Interests_42_E,Voc_Interests_50_E,Voc_Interests_1_C,Voc_Interests_4_C,Voc_Interests_8_C,Voc_Interests_12_C,Voc_Interests_17_C,Voc_Interests_20_C,Voc_Interests_36_C,Voc_Interests_40_C,Voc_Interests_49_C,WV1_achievement,WV6_achievement,WV4_status,WV5_status,WV12_status,WV8_altruism,WV11_altruism,WV15_altruism,WV2_safety,WV16_safety,WV17_safety,WV3_comfort,WV7_comfort,WV10_comfort,WV14_comfort,WV18_comfort,WV19_comfort,WV9_autonomy,WV13_autonomy,WV20_autonomy,Ethnicity,Work_status,Edu,Income,Age,Gender
888,R_23azJxLn5mKzNld,2,2,2,2,2,2,3,2,2,2,3,2,3,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,3,3,3,4,4,4,4,5,3,3,2,2,2,4,2,2,3,2,4,4,4,4,5,2,4,3,4,5,5,4,5,4,4,5,3,3,4,3,3,3,3,3,3,3,2,4,5,4,2,4,4,4,4,4,4,4,3,3,4,3,3,2,2,5,5,6,5,7,7,5,4,5,6,7,3,6,5,6,3,7,5,5,6,6,12,6,6,27,1
888,R_6qV3NkxU1NViiWd,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,2,3,2,3,3,2,2,1,2,3,2,3,3,2,3,1,2,2,1,2,3,1,1,1,3,3,2,3,1,2,3,3,3,3,3,3,2,3,3,3,1,1,3,1,4,1,4,4,4,1,1,1,1,3,1,1,1,1,4,3,3,2,1,2,4,4,3,4,3,4,3,2,4,3,3,4,2,4,4,2,2,3,4,1,2,3,2,3,2,1,1,2,1,3,1,3,2,3,2,2,1,2,2,4,4,2,3,2,3,4,3,2,4,6,6,5,4,6,5,3,6,5,6,7,7,7,5,4,7,6,7,7,1,2,3,2,24,1
897,R_1HcOyRAIZCNrF3d,4,3,4,4,3,4,3,4,3,2,2,3,2,3,4,3,2,3,2,3,3,2,2,4,4,4,2,2,2,2,4,4,4,4,4,2,4,4,3,3,2,4,3,3,2,2,4,3,4,3,2,4,2,2,3,3,3,3,3,4,3,2,2,1,4,1,1,2,4,2,1,1,1,1,1,1,4,2,2,4,5,5,4,3,2,3,4,3,4,4,3,2,3,2,3,4,5,5,2,3,3,4,4,5,5,4,2,4,3,4,5,5,4,5,3,2,2,3,4,3,3,4,3,5,3,3,5,4,4,4,2,4,7,7,7,6,7,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,1,11,3,2,34,0
897,R_1mFz87tx1zEWsb9,2,2,2,2,3,2,3,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,4,3,3,3,3,3,4,3,3,4,3,3,3,3,2,3,2,3,4,4,3,4,4,4,3,4,3,4,3,4,3,3,3,4,3,3,3,3,4,3,4,4,5,4,5,5,6,4,1,2,4,4,4,4,5,2,4,2,2,2,5,3,2,2,2,3,2,3,4,3,2,3,2,4,5,5,4,5,5,3,4,4,4,4,4,4,3,2,4,2,2,3,4,5,4,4,4,4,4,4,5,4,4,4,2,4,4,4,2,4,6,5,7,3,7,7,6,4,7,6,6,3,7,3,7,3,7,5,5,4,1,12,6,3,38,1
898,R_3R3qsq78OlJXvtQ,2,2,2,3,1,1,2,2,2,3,3,3,2,3,4,4,3,3,2,3,4,3,2,3,2,2,2,1,1,3,3,4,3,4,4,3,3,4,4,3,2,3,2,2,2,2,3,2,1,3,1,2,1,3,1,2,1,1,2,2,4,3,3,5,5,4,3,4,4,1,1,2,1,2,2,2,3,1,1,1,2,2,4,1,2,1,1,4,2,1,1,4,4,4,2,4,1,1,1,1,4,2,2,1,3,5,4,4,4,5,5,5,5,4,3,1,2,1,4,3,1,1,3,1,3,4,2,4,3,4,2,1,7,7,7,2,5,7,7,6,7,6,6,4,6,3,7,4,7,4,5,5,4,12,5,3,35,1
902,R_yD34MjlyqMCJprr,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,2,3,2,2,1,2,2,2,2,2,2,3,3,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,1,2,1,4,4,2,2,3,2,2,2,3,2,4,2,4,2,2,2,1,2,2,1,3,3,3,2,2,4,2,4,2,2,1,2,2,2,2,2,1,2,2,2,1,2,3,2,3,2,2,2,2,1,2,3,2,3,3,2,2,3,2,3,4,3,3,3,3,2,2,2,5,5,5,2,4,5,6,4,6,5,5,3,7,5,6,3,6,3,4,4,6,12,4,5,31,0
903,R_27mpBHsuTDjWxWp,1,1,1,2,3,2,3,2,1,1,2,2,1,1,2,3,3,1,3,2,1,1,2,4,4,4,3,1,1,3,2,2,2,1,1,2,3,1,1,1,4,3,1,1,4,2,3,3,3,3,2,2,3,2,2,2,1,1,2,1,2,2,2,2,3,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,2,2,5,4,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,1,1,6,7,6,3,2,5,6,4,5,4,4,3,5,5,5,3,3,3,5,4,1,12,4,7,31,0
904,R_AmOaLfi5XKoJZJf,1,4,4,2,2,4,1,4,4,3,3,2,2,4,3,4,4,4,4,3,2,2,2,2,4,4,4,4,4,3,4,2,2,3,2,4,3,3,4,4,3,3,4,4,3,3,4,3,3,3,2,2,3,3,4,4,4,4,2,4,4,6,6,5,5,5,6,5,4,5,5,6,5,5,6,4,5,6,2,5,4,5,4,5,5,1,4,4,2,1,4,1,2,4,2,5,4,5,4,5,5,4,5,1,1,4,2,5,4,4,2,4,1,4,4,2,4,1,1,2,5,2,2,1,5,5,1,4,1,5,1,4,5,5,5,5,5,4,5,6,6,7,4,5,6,4,6,6,6,5,4,4,1,12,2,3,26,0
905,R_3el5rCWkg5Io6by,3,2,3,2,3,1,3,3,3,1,3,3,3,1,2,1,2,2,2,2,3,3,2,2,2,3,3,1,2,2,2,2,2,1,3,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,3,2,2,3,2,3,2,3,2,1,1,1,1,1,1,1,1,2,1,1,2,4,3,3,3,5,1,1,4,2,2,2,4,1,3,1,3,4,1,1,1,3,3,3,3,1,2,3,3,4,2,4,2,4,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,2,3,1,1,4,2,1,4,6,3,1,4,7,7,5,6,6,6,4,4,4,5,2,6,3,4,3,1,12,4,3,42,0
910,R_R49tpydIpMdGZMJ,4,2,4,1,2,2,2,3,1,3,3,3,3,4,3,4,4,2,2,2,2,3,2,3,4,3,2,2,2,4,2,2,3,2,2,1,2,1,1,2,1,2,2,3,2,2,4,1,2,1,4,3,3,3,3,4,2,3,3,1,3,3,4,5,5,4,4,4,5,2,2,1,4,4,4,4,5,2,4,4,3,4,3,4,4,3,3,2,3,3,2,1,3,2,2,2,4,1,5,3,2,4,4,1,1,1,1,1,2,1,1,3,1,3,1,2,2,2,5,1,1,1,3,3,4,2,5,4,3,1,1,1,7,7,6,4,4,6,7,5,7,7,6,6,7,5,6,5,7,6,5,4,9,12,4,2,31,1
911,R_2QYg69qm0cqyRX5,4,3,3,1,4,2,3,4,3,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,3,1,2,2,2,4,4,1,1,1,2,2,3,3,3,1,1,2,3,3,2,2,2,2,4,2,2,2,2,3,2,1,3,2,3,1,3,3,5,1,1,1,1,1,2,1,2,2,5,2,4,4,4,4,5,4,3,1,1,1,1,2,1,1,1,1,1,4,4,4,1,2,4,1,2,2,1,2,2,1,1,4,2,2,4,2,4,2,2,4,2,1,2,2,1,1,2,2,2,2,2,2,5,6,6,4,5,4,1,4,6,7,4,5,5,1,7,4,7,1,1,4,6,12,2,3,55,0
917,R_1PdfEsshwNTC6X0,2,1,2,1,3,2,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,2,1,2,2,3,2,3,2,2,1,3,1,3,2,2,2,2,3,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,1,1,1,1,4,1,1,1,2,1,1,1,2,2,1,1,4,2,1,1,2,2,4,3,1,4,1,4,4,4,4,1,4,4,4,1,4,2,1,4,5,2,2,5,5,2,4,1,1,4,1,1,1,3,4,2,3,3,4,4,3,3,1,4,2,4,4,4,4,3,4,3,6,6,4,3,4,5,7,4,7,6,5,7,7,6,7,3,7,5,7,7,1,12,4,4,55,1
919,R_2vjDBTbTQQoYhZm,3,2,3,3,3,2,3,3,2,1,3,3,2,3,2,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,4,2,3,2,3,2,3,2,2,3,2,1,1,1,4,2,2,1,1,1,4,2,4,3,2,3,2,3,2,2,4,2,1,2,5,1,2,2,4,1,1,1,1,1,1,1,4,1,1,2,2,4,4,4,1,4,1,4,4,5,2,4,2,2,2,4,3,1,4,2,4,2,4,1,3,2,3,2,1,4,1,2,4,2,1,3,1,1,2,1,1,4,1,2,1,2,1,1,1,1,2,1,7,7,7,1,2,4,6,6,7,6,5,3,6,5,6,3,7,7,5,4,5,12,3,4,27,0
920,R_vCsx2eI8gPJlH0d,1,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,2,4,3,4,3,2,2,2,2,3,3,1,2,1,2,3,2,1,3,3,2,3,2,2,2,3,3,3,2,2,2,1,2,2,2,4,2,1,2,4,3,3,2,2,5,1,4,6,6,4,2,4,2,2,1,2,1,3,1,1,3,1,3,3,3,3,2,3,3,2,3,4,2,2,4,4,3,2,3,4,2,3,2,2,2,1,2,1,1,3,3,3,1,4,3,2,2,3,2,1,1,2,3,2,3,1,1,4,3,4,1,3,5,6,3,6,3,5,1,5,2,5,1,5,4,4,3,6,12,7,3,41,0
927,R_1n0dfugSFvyrXsG,1,2,2,2,3,2,2,2,3,2,3,2,2,4,3,3,2,2,2,3,3,2,1,3,4,3,4,1,3,4,2,3,2,2,2,4,1,2,1,1,3,2,1,3,3,3,3,2,1,2,3,2,3,3,3,3,3,2,3,2,5,2,4,4,5,5,4,4,4,5,2,3,6,6,5,4,6,2,4,4,2,2,1,1,2,2,3,4,3,4,3,1,4,3,3,3,4,4,3,5,4,2,4,3,5,1,1,2,2,1,1,1,1,2,3,4,4,3,3,3,2,3,5,4,4,4,3,3,2,2,2,2,6,6,6,4,7,6,6,4,7,6,6,6,7,6,6,5,7,6,6,7,1,12,4,4,42,0
929,R_3QEp5KdvR7PfUoJ,3,1,2,4,3,1,2,1,3,2,3,4,4,3,3,3,3,3,3,4,1,2,1,1,3,3,1,2,3,3,2,1,2,2,2,3,2,1,1,1,2,3,1,3,3,3,4,2,3,3,2,2,1,2,1,1,1,1,2,1,4,4,4,2,5,4,2,3,4,2,2,2,4,3,2,1,4,1,1,3,1,4,2,2,2,2,1,5,5,1,2,4,5,5,1,4,4,4,4,4,2,2,2,1,1,4,2,2,4,1,1,1,1,1,4,1,4,2,5,2,2,1,1,1,1,2,2,4,4,2,1,1,7,7,7,3,6,7,5,5,7,6,6,3,7,5,7,5,7,7,5,3,6,12,3,3,20,0
931,R_pofn8UVlCBDVN73,2,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,4,3,2,3,4,3,4,4,3,3,2,2,3,1,2,2,1,1,3,3,2,1,4,1,2,4,3,4,1,3,1,2,2,2,2,2,2,3,6,6,6,5,6,6,5,4,4,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,4,2,4,4,5,2,5,4,5,3,1,1,1,1,1,2,1,3,3,2,2,1,2,2,3,4,3,1,1,3,1,2,2,2,3,1,7,7,6,1,7,5,7,7,7,2,2,4,6,4,6,5,7,7,7,6,1,12,3,4,26,1
931,R_pJKdjrIkzRYmBUJ,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,3,1,3,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,5,2,4,4,2,1,4,6,2,4,4,3,3,2,4,2,1,1,1,1,4,1,4,1,1,4,5,1,1,4,4,1,2,2,1,1,1,1,1,1,4,1,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,4,7,7,3,7,4,4,1,4,7,6,4,7,7,7,7,1,11,3,2,31,0
931,R_PY706TdU0EeDKtr,2,1,2,2,2,3,2,2,2,2,2,2,1,2,2,3,3,2,3,1,1,2,1,3,3,3,2,2,3,3,2,3,2,2,2,2,3,2,2,1,1,2,4,2,3,2,2,2,3,2,1,2,2,1,2,1,2,1,2,2,4,2,4,4,4,4,3,3,5,3,2,3,3,2,4,3,4,3,2,2,1,1,4,2,2,2,4,2,1,1,2,3,2,2,2,4,4,2,2,2,4,3,4,2,3,3,2,2,4,3,2,2,2,3,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,5,6,5,3,6,6,6,5,6,4,6,3,5,6,5,2,7,6,6,5,1,12,1,1,21,1
932,R_CZvMt1MMdxmNhlL,3,2,2,2,3,1,2,3,2,2,4,4,2,2,4,4,4,3,4,4,3,3,3,3,3,3,4,2,1,2,3,2,4,3,2,2,3,2,1,2,4,1,2,2,3,4,3,3,2,2,2,2,2,3,2,3,2,2,2,3,3,2,2,2,4,2,2,2,3,2,2,2,4,4,2,3,4,2,4,3,3,4,2,3,2,4,2,5,4,4,5,4,3,4,3,3,3,3,4,4,3,3,4,4,4,3,4,4,2,3,3,4,3,1,2,5,2,4,4,3,2,4,4,3,3,3,3,3,2,1,4,1,7,6,7,4,4,6,7,6,7,6,6,2,7,6,6,5,7,7,6,7,6,12,4,5,33,1
933,R_1cTh96UEPg8EW0h,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,3,3,2,2,3,2,2,2,3,2,3,2,4,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,2,3,3,5,3,4,3,5,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,4,2,2,2,2,2,2,4,2,2,4,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,1,2,2,4,2,2,6,5,5,3,5,5,6,5,7,5,6,4,6,3,6,4,6,4,5,6,1,12,2,1,58,1
936,R_PYj0xQSbDhoWgXD,2,2,2,2,2,1,1,2,1,2,2,2,3,3,3,3,2,3,3,2,2,3,3,4,3,4,2,2,3,3,2,2,2,2,3,2,2,2,3,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,4,2,3,4,4,3,4,3,4,4,2,3,3,1,2,2,2,1,2,2,2,4,4,2,2,2,2,4,4,2,1,2,4,3,4,4,2,2,4,4,2,5,5,2,3,2,2,2,2,4,2,2,2,4,1,2,2,1,2,1,2,3,4,1,1,2,2,2,2,2,4,2,7,7,5,4,5,6,7,5,6,5,5,4,6,6,6,5,7,6,6,6,1,12,5,6,56,1
937,R_1gIuf49kLj0CEMd,2,3,2,2,2,1,3,2,2,1,3,4,4,2,2,3,3,3,3,3,2,2,2,1,2,2,1,3,1,2,2,2,2,2,4,3,2,1,3,3,1,1,1,3,2,2,2,2,1,1,4,4,2,3,2,3,2,3,3,3,2,1,1,2,4,1,2,2,5,2,1,1,3,3,1,2,3,1,1,2,3,1,2,2,1,2,1,3,4,2,5,1,3,5,2,1,3,2,2,2,5,2,3,3,3,2,4,2,1,4,2,2,4,2,2,4,3,1,4,3,3,1,4,5,3,4,2,4,3,2,2,2,7,7,6,1,5,5,7,5,6,5,5,2,6,1,5,3,6,4,5,4,1,12,6,3,32,1
937,R_SOjg77lvwqUIR9v,3,2,3,3,4,2,3,3,3,2,4,3,4,4,4,3,3,4,3,4,4,1,2,1,3,2,3,1,1,4,1,2,2,2,1,1,1,1,1,1,3,4,3,4,4,4,3,1,4,3,3,3,3,4,3,4,3,4,3,3,5,3,4,4,5,4,5,4,4,4,3,5,4,3,4,2,3,2,4,2,2,2,4,2,2,5,4,4,4,3,5,4,4,4,5,2,2,3,4,5,5,2,4,3,5,2,2,2,2,2,2,2,2,2,5,4,5,2,4,4,2,4,4,4,3,2,4,4,4,4,3,3,5,4,5,4,3,7,6,3,7,6,6,4,7,7,7,4,7,6,7,7,1,12,4,2,45,0
940,R_237dJyVQmvYXsP2,1,1,3,1,3,2,3,2,2,1,3,3,4,4,4,1,1,3,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,4,1,1,3,1,2,1,1,1,1,4,2,3,3,3,4,3,3,3,2,2,1,1,1,5,1,1,1,4,4,3,4,4,2,2,1,5,1,1,1,1,1,1,2,1,4,1,5,4,4,5,1,4,4,5,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,4,1,1,1,5,1,1,2,1,1,4,1,1,3,4,6,1,5,6,7,1,6,5,4,1,7,7,7,1,7,1,7,7,1,12,4,5,39,0
941,R_25vmGGQlvyzWGk9,3,2,2,3,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,2,3,3,3,2,2,3,3,2,2,2,3,3,2,2,2,2,3,2,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,6,2,5,2,4,2,2,2,4,4,2,2,5,2,4,3,2,2,4,2,3,2,4,4,4,3,2,2,4,3,2,4,4,2,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,4,2,2,2,7,7,5,4,6,4,7,7,7,7,7,7,7,4,7,7,7,7,7,7,1,12,3,2,53,0
945,R_1mKP4iAcErNQPVm,4,2,3,1,2,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,4,2,2,3,4,4,1,3,2,2,1,1,3,2,3,4,3,2,4,2,2,1,2,2,4,3,2,3,2,2,4,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,2,4,3,3,4,2,3,2,3,4,2,4,3,4,2,2,4,2,4,4,4,4,3,4,4,4,4,4,4,4,3,3,5,4,2,4,3,4,3,2,2,3,2,3,2,3,1,1,3,3,2,5,3,3,3,3,2,3,2,1,3,3,2,2,2,5,5,5,4,5,5,6,4,6,5,5,5,6,6,5,3,6,5,6,6,1,12,4,4,47,0
945,R_2QR0F49RQk9SWVh,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,2,2,2,2,2,2,3,3,2,3,2,1,3,2,2,2,2,3,4,3,1,2,2,4,3,3,4,4,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,2,4,3,4,3,4,2,4,2,2,2,1,2,2,1,2,2,5,4,4,5,2,5,3,5,5,2,2,4,3,4,2,3,2,4,2,2,4,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,4,4,2,5,4,3,5,5,3,4,3,5,2,4,2,4,2,7,5,7,4,7,7,6,6,7,7,7,5,7,6,7,6,4,4,6,6,1,12,3,3,24,0
946,R_2YM9LDry3d9wAf7,2,3,1,4,2,3,3,1,3,1,4,3,4,4,4,1,1,4,3,4,4,3,1,3,3,3,4,1,4,1,4,3,2,2,4,2,4,1,4,4,4,4,1,4,4,3,3,2,3,4,4,4,3,3,4,4,4,4,4,4,3,1,3,4,6,2,3,2,1,6,1,4,6,6,6,5,5,3,1,1,4,4,5,1,1,1,1,5,5,4,4,1,5,5,2,4,4,3,4,1,5,5,5,5,5,1,5,2,1,5,4,4,5,5,5,5,5,2,4,4,2,1,1,5,1,5,5,5,4,5,5,5,5,7,5,2,4,7,7,5,7,7,5,7,5,7,7,1,7,4,7,7,6,12,4,3,37,1
946,R_3oLOpWTeSmKmp54,3,2,3,3,4,1,3,3,3,1,3,3,1,1,3,1,3,3,1,3,3,1,1,1,4,1,4,1,1,4,1,1,1,3,2,1,1,1,1,2,3,3,1,4,1,4,1,3,3,3,4,1,4,2,3,1,4,3,3,3,2,2,2,2,5,2,1,1,4,5,1,1,2,2,1,2,4,1,2,4,3,4,4,2,2,2,2,4,4,4,2,2,4,2,2,4,4,4,4,4,2,2,4,2,4,2,1,1,2,1,1,2,2,4,4,4,5,2,2,4,4,4,2,2,4,4,3,2,2,2,2,1,5,7,7,3,7,7,7,3,7,7,7,1,7,5,7,5,7,5,5,4,1,12,4,3,33,0
949,R_sRyzbxu4nOz4dnH,1,1,1,3,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1,1,3,4,3,1,2,2,2,4,4,3,3,3,3,2,4,3,2,3,3,2,1,3,2,3,3,1,1,3,3,3,2,3,1,3,3,1,3,3,3,3,2,1,1,1,5,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,3,5,4,1,5,3,1,3,3,3,3,4,3,1,4,3,3,4,3,4,3,3,1,1,4,4,3,2,2,1,3,1,1,3,4,1,1,6,7,7,5,2,7,7,7,7,7,7,6,7,4,7,5,7,6,7,7,1,12,3,3,36,1
950,R_1LRHAeKUzjkfuZE,2,2,2,2,3,2,3,2,3,3,4,2,3,2,3,3,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,4,3,2,3,2,3,4,3,2,3,4,4,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,5,2,2,2,5,2,1,2,2,2,2,2,5,2,4,2,2,2,4,2,4,2,2,4,2,4,4,4,2,2,4,4,4,4,2,4,2,2,4,4,2,4,2,2,4,4,4,2,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,2,5,5,3,3,1,5,5,3,5,5,3,7,7,3,7,5,5,5,5,5,1,12,3,6,55,0
953,R_2zG8CMnwSg82m6Z,1,2,3,4,3,2,3,2,1,4,4,4,4,4,4,3,3,4,3,4,3,3,3,3,4,3,3,3,4,1,4,2,2,3,2,2,3,3,1,3,2,1,2,2,2,1,1,2,1,2,3,2,3,3,2,2,2,2,1,2,3,1,4,1,4,2,4,1,4,6,1,1,5,5,2,4,4,1,1,4,2,4,2,4,4,4,1,5,5,2,2,3,5,4,4,1,2,2,4,2,1,4,3,4,4,3,1,4,4,1,2,3,2,1,1,2,1,1,1,2,1,1,1,3,1,3,1,2,3,2,3,2,6,7,5,4,6,6,7,5,7,7,7,4,7,4,7,4,7,3,4,5,1,12,4,3,44,1
953,R_1n2yy6acvWS32r2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,3,3,3,4,3,3,3,1,1,1,1,1,1,1,1,3,4,2,3,1,2,3,1,4,1,1,1,2,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,3,1,3,2,1,7,4,6,2,4,6,6,1,6,4,5,3,7,7,7,2,6,4,6,7,1,12,4,2,39,1
955,R_3oLTVszEas7rtIA,2,2,3,2,3,2,3,3,3,2,2,3,2,2,2,3,3,2,3,2,2,3,2,2,3,2,2,2,2,3,3,2,3,2,3,2,3,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,3,2,2,4,2,1,2,4,3,3,3,5,3,2,2,2,2,4,2,2,2,2,2,4,3,2,2,2,2,2,2,2,4,4,2,4,3,4,2,3,2,4,2,2,2,2,2,2,2,3,2,3,2,4,4,4,3,4,2,2,2,4,2,2,3,2,2,4,6,5,3,4,6,6,3,6,6,5,2,6,5,6,3,6,4,6,6,6,12,4,3,24,1
956,R_2Xj2ZCE1PBwhM9B,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,3,1,1,3,3,2,2,1,1,1,3,2,3,2,3,2,1,3,3,3,2,1,2,1,1,2,2,2,1,3,1,1,1,2,2,1,1,1,1,1,1,1,4,3,5,4,5,4,2,1,4,1,1,1,2,3,2,4,4,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,4,4,2,2,4,4,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,4,4,7,2,4,7,7,4,7,7,7,1,7,6,7,2,7,4,6,7,4,12,6,4,25,1
959,R_1Ihq16QeJhjD7F1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,3,1,3,3,2,3,1,1,1,1,3,3,1,1,1,2,1,2,3,1,4,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,2,3,3,3,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,3,1,4,1,1,3,4,1,1,1,3,1,3,3,1,1,1,1,1,4,3,1,1,1,1,3,4,4,1,4,4,1,4,5,4,5,5,7,7,5,7,7,7,1,7,7,7,1,7,4,7,7,1,12,4,3,44,1
